product_id,product_name,aisle_id,department_id,suggested_products,suggested_pro_aisle_id,suggested_prod_dept,suggested_prod_id
377,chunky beef with vegetables brown rice dog food,40,8,"real chicken veggies recipe dog food,thin stackers brown rice salt free,adult dog formula dog food,chicken brown rice formula cat food","[40, 107, 40, 41]","[8, 19, 8, 8]","[386, 273, 531, 597]"
378,powerball quantum max shine protect automatic dishwasher detergent,74,17,"fresh scent dishwasher cleaner, in laundry detergent,with dawn action pacs fresh scent dishwasher detergent pacs,fresh scent dishwasher detergent with dawn","[74, 75, 74, 74]","[17, 17, 17, 17]","[14, 924, 541, 186]"
379,super dry beer,27,5,"diet root beer,super enzymes,beer ipa,lite beer","[77, 47, 27, 27]","[7, 11, 5, 5]","[277, 390, 736, 470]"
380,clementine bag,123,4,"aquaphor healing ointment,grilled asparagus, up,organic yukon gold potato bag","[127, 123, 77, 83]","[11, 4, 7, 4]","[394, 857, 530, 391]"
381,toaster pops strawberry,52,1,"yogurt strawberry pomegranate,goober strawberry,no sugar added the original fudge pops,strawberry pomegranate","[120, 88, 37, 3]","[16, 13, 1, 19]","[132, 607, 758, 983]"
382,sugar free mint patties,45,19,"gluten free sugar cones,creamy chocolate sugar free powder coffee creamer,sugar free fruit juicy red drink mix,extra spearmint sugar free gum","[103, 53, 90, 46]","[19, 16, 7, 19]","[903, 791, 842, 156]"
383,breaded chicken breast tenders,34,1,"chicken base,for chicken marinade,premium deli oven roasted turkey breast,chicken breast nuggets dinosaur shaped","[69, 5, 96, 34]","[15, 13, 20, 1]","[673, 807, 62, 625]"
384,evercurl hydracharge conditioner,22,11,"grilled asparagus,crackers puffed corn quinoa sesame,moisture rich sweet orange argan conditioner,restorative biotin conditioner","[123, 78, 22, 22]","[4, 19, 11, 11]","[857, 310, 372, 730]"
385,liquid drink mix blackberry lemonade,90,7,"vitamin c mg tropical drink mix dietary supplement,sugar free fruit juicy red drink mix,pink vitamin c mg pink lemonade drink mix,lemonade flavor drink mix","[47, 90, 47, 90]","[11, 7, 11, 7]","[366, 842, 408, 763]"
386,real chicken veggies recipe dog food,40,8,"country stew choice cuts in gravy dog food,chunky beef with vegetables brown rice dog food,snack sticks chicken rice recipe dog treats,adult dog formula dog food","[40, 40, 40, 40]","[8, 8, 8, 8]","[485, 377, 722, 531]"
387,chocolate brownie flavor protein bar,3,19,"strong kind roasted jalapeno almond protein bar,almond honey protein bar,chocolate caramel whey protein bar,vanilla almond protein bar","[3, 3, 3, 3]","[19, 19, 19, 19]","[324, 445, 370, 406]"
388,stove top stuffing mix for turkey,4,9,"mix up flamin hot cheezy mix flavored snack mix,turkey chili,original turkey,turkey","[107, 1, 96, 96]","[19, 20, 20, 20]","[422, 554, 176, 287]"
389,mache blend,123,4,"infant s blend probiotic, cranberry juice blend,wild rice blend,organic california blend","[70, 98, 68, 116]","[11, 7, 10, 1]","[113, 806, 503, 634]"
390,super enzymes,47,11,"biotin super strength mcg tablets,super slimming herbal tea,organic super berry juice,super dry beer","[47, 94, 31, 27]","[11, 7, 7, 5]","[656, 348, 802, 379]"
391,organic yukon gold potato bag,83,4,"banana sweet potato organic teething wafers,fingerling potato,clementine bag,gold potatoes","[92, 83, 123, 83]","[18, 4, 4, 4]","[63, 882, 380, 306]"
392,opa greek yogurt ranch dressing,89,13,"non fat blueberry on the bottom greek yogurt,seasonal oikos greek yogurt,tzatziki greek yogurt dip,honey vanilla greek yogurt","[120, 120, 67, 120]","[16, 16, 20, 16]","[264, 946, 353, 459]"
393,phoenix anti perspirant deodorant stick twin pack,80,11,"anti diarrheal caplets,original no stick cooking spray,advanced care skin renew anti perspirant deodorant,revive anti perspirant deodorant","[70, 19, 80, 80]","[11, 13, 11, 11]","[146, 826, 801, 316]"
394,aquaphor healing ointment,127,11,"clementine bag,makeup remover cleansing towelettes, up,argan oil of morocco renewing weightless healing dry oil hair oil","[123, 73, 77, 22]","[4, 11, 7, 11]","[380, 280, 530, 214]"
395,sweet cream buttermilk powder,17,13,"whipping cream,ice cream cookies cream,pancake mix buttermilk,arrowroot powder","[53, 37, 130, 6]","[16, 1, 14, 2]","[469, 431, 68, 506]"
396,cashews natural unsalted,37,1," natural just peaches,all natural apple juice,unsalted pretzel round,unsalted beef broth","[50, 98, 107, 69]","[19, 7, 19, 15]","[465, 82, 532, 963]"
397,pure granulated cane sugar,17,13,"pure coconut water with orange,vanilla sugar cookies,organic granulated tapioca,pure cane granulated w spout sugar","[98, 61, 17, 17]","[7, 19, 13, 13]","[7, 576, 349, 495]"
398,organic hard candy blood orange and honey,45,19,"uncured hard salami,organic honey mustard,candy original,greek chia blood orange yogurt","[96, 72, 45, 120]","[20, 13, 19, 16]","[611, 810, 303, 694]"
399,organic strawberry lemon ade,31,7,"organic chamomile lemon tea,strawberry pomegranate,organic lemon gingersnap,zero strawberry lemon","[94, 3, 61, 115]","[7, 19, 19, 7]","[97, 983, 331, 659]"
400,grass fed yogurt blueberry cardamom,120,16,"non fat blueberry on the bottom greek yogurt,organic blueberry pomegranate whole milk yogurt,creamline yogurt wild blueberry,light strawberry blueberry yogurt","[120, 120, 120, 120]","[16, 16, 16, 16]","[264, 584, 339, 9]"
401,flat floss antiplaque naturally waxed spearmint,20,11,"no wax floss classic ,mint dental floss,injera flat bread,flat toothpicks","[20, 20, 128, 111]","[11, 11, 3, 17]","[867, 291, 595, 57]"
402, pure beef homestyle patties,34,1,"unsalted beef broth,beef hot links beef smoked sausage with chile peppers,organic mini homestyle waffles,sugar free mint patties","[69, 106, 52, 45]","[15, 12, 1, 19]","[963, 40, 162, 382]"
403,ultra thin pastrami,96,20,"ultra inch polypropylene traditional plates,ultra thin super long with wings pads,ultra antibacterial dish liquid,ultra filtered whole milk","[111, 126, 100, 84]","[17, 11, 21, 16]","[71, 654, 38, 877]"
404,reg organic apple cider vinegar fl oz,19,13,"pear hard cider,organic rice vinegar,organic apple spinach kale coconut water superjuice,gentle clean foaming face cleanser fl oz female skin care","[27, 66, 98, 73]","[5, 6, 7, 11]","[966, 95, 299, 482]"
405, organic diced tomatoes,81,15,"diced pancetta,tomatillos tomatoes,mild diced tomatoes with green chilis,organic diced tomatoes","[96, 30, 81, 81]","[20, 6, 15, 15]","[990, 752, 993, 890]"
406,vanilla almond protein bar,3,19,"vanilla almond butter squeeze,vanilla almond breeze almond milk,strong kind roasted jalapeno almond protein bar,almond honey protein bar","[88, 91, 3, 3]","[13, 16, 19, 19]","[820, 432, 324, 445]"
407,almond glow almond body lotion massage oil,109,11,"vanilla almond protein bar,almond breeze unsweetened almond coconut milk blend,almond extract,vanilla almond breeze almond milk","[3, 91, 47, 91]","[19, 16, 11, 16]","[406, 738, 958, 432]"
408,pink vitamin c mg pink lemonade drink mix,47,11,"liquid drink mix blackberry lemonade,lemonade flavor drink mix,vitamin c mg tropical drink mix dietary supplement,vitamin b mg","[90, 90, 47, 47]","[7, 7, 11, 11]","[385, 763, 366, 876]"
409,original bite size candies natural artificial flavors fun size,45,19,"triple chocolate snack size,overnight diapers size ,snack size candy,fun size snacks","[45, 56, 45, 45]","[19, 18, 19, 19]","[227, 15, 630, 623]"
410,holiday sugar plum spice herbal tea,94,7,"sleepytime sinus soother herbal tea,echinacea elderberry organic herbal tea,super slimming herbal tea,brambleberry herbal tea","[94, 94, 94, 94]","[7, 7, 7, 7]","[452, 942, 348, 237]"
411,super plus cardboard applicator unscented tampons,126,11,"pearl active duopack tampons,super dry beer,super enzymes,unscented regular sleek tampons","[126, 27, 47, 126]","[11, 5, 11, 11]","[897, 379, 390, 708]"
412,brazilian keratin argan oil leave in conditioning styling elixir,22,11,"moisture rich sweet orange argan conditioner,dry nose oil,vitamin e oil iu,argan oil of morocco renewing weightless healing dry oil hair oil","[22, 11, 109, 22]","[11, 11, 11, 11]","[372, 6, 893, 214]"
413,dual action beta immune and anti oxidant effervescent citrus,11,11,"citrus terere yerba mate,revive anti perspirant deodorant,anti diarrheal caplets,cold cough formula effervescent tablets citrus","[94, 80, 70, 11]","[7, 11, 11, 11]","[177, 316, 146, 914]"
414,gluten free chicken rustica pizza,79,1,"gluten free oatmeal variety pack,gluten free blueberry muffin mix,gluten free sugar cookie mix,gluten free sugar cones","[130, 105, 105, 103]","[14, 13, 13, 19]","[216, 235, 847, 903]"
415, oz cold cups,111,17,"sun cups dark chocolate,plastic measuring cups,apple green cups,designer oz paper cups","[45, 10, 111, 111]","[19, 17, 17, 17]","[124, 473, 846, 496]"
416,laundry soil stain remover,75,17," in laundry detergent,pods spring meadow detergent stain remover brightener,stain release boost in wash stain remover pacs,triple acting laundry stain remover","[75, 75, 75, 75]","[17, 17, 17, 17]","[924, 724, 134, 246]"
417,classics baby binks easter chocolate bunny,100,21,"baby dry diapers size ,shampoo baby shampoo,annie s bunny fruit snacks variety,classics earl grey tea","[56, 102, 50, 94]","[18, 18, 19, 7]","[879, 956, 939, 87]"
418,whole grain linguine pasta,131,9,"bread healthy whole grain,linguine no ,linguine no pasta,linguine pasta","[112, 131, 131, 131]","[3, 9, 9, 9]","[101, 593, 972, 424]"
419,light fit strawberry cheesecake greek nonfat yogurt,120,16,"honey vanilla greek yogurt,yogurt strawberry pomegranate,light strawberry blueberry yogurt,strawberry cheesecake nonfat yogurt","[120, 120, 120, 100]","[16, 16, 16, 21]","[459, 132, 9, 437]"
420,international cafe french vanilla mix,26,7,"french tarragon wine vinegar,mix up flamin hot cheezy mix flavored snack mix,french rolls,french vanilla ice cream","[19, 107, 43, 37]","[13, 19, 3, 1]","[80, 422, 517, 276]"
421,garlic herb fresh goat cheese,21,16,"herb thyme clamshell,plain greek goat yogurt,cheese creations four cheese cheese sauce,goat cheese spreadable breakfast fig","[16, 120, 9, 51]","[4, 16, 9, 13]","[199, 484, 341, 838]"
422,mix up flamin hot cheezy mix flavored snack mix,107,19,"lemonade flavor drink mix,pumpkin muffin mix,cheddar chex mix,pancake mix buttermilk","[90, 105, 125, 130]","[7, 13, 19, 14]","[763, 50, 955, 68]"
423,red jalapeno caesar dressing,89,13,"spicy jalapeno ranch popcorn,dressing bleu cheese,red roses,organic red wine olive oil dressing organic","[23, 89, 87, 89]","[19, 13, 17, 13]","[822, 163, 573, 65]"
424,linguine pasta,131,9,"italian pasta salad,linguine no ,whole grain linguine pasta,linguine no pasta","[1, 131, 131, 131]","[20, 9, 9, 9]","[209, 593, 418, 972]"
425,sardines in water salt added,33,6,"all seasons salt,wild sardines in marinara sauce,fresh cut golden sweet no salt added whole kernel corn,wild albacore tuna no salt added","[104, 95, 81, 95]","[13, 15, 15, 15]","[2, 187, 29, 79]"
426, nd foods bananas,92,18,"halves pieces walnuts,scooby doo fruit flavored snacks,grape sunflower butter sunwiches, rd foods chicken noodle dinner","[17, 50, 13, 92]","[13, 19, 20, 18]","[168, 115, 961, 817]"
427,italian style panko breadcrumbs,5,13,"special recipe italian bread,creamy italian dressing marinade,cream style corn,italian pasta salad","[112, 89, 81, 1]","[3, 13, 15, 20]","[444, 315, 664, 209]"
428,everyday mega pack paper plates,111,17,"designer oz paper cups,everyday detox dandelion tea, ply everyday napkins,mega mag","[111, 94, 54, 47]","[17, 7, 17, 11]","[496, 279, 859, 783]"
429,dark red kidney beans,59,15,"dark chocolate raisins,red roses,garbanzo beans,kidney beans dark premium","[50, 87, 59, 30]","[19, 17, 15, 6]","[435, 573, 790, 643]"
430,born yesterday pale ale,27,5,"air effects gain island fresh, up,mixed pack lion s share ale,jasmine tea unfiltered ginger ale","[101, 77, 27, 77]","[17, 7, 5, 7]","[587, 530, 350, 73]"
431,ice cream cookies cream,37,1,"vanilla orange swirl ice cream,dark chocolate ice cream topping,salted caramel ice cream,french vanilla ice cream","[37, 103, 37, 37]","[1, 19, 1, 1]","[944, 135, 606, 276]"
432,vanilla almond breeze almond milk,91,16,"vanilla almond butter squeeze,vanilla almond protein bar,almond breeze unsweetened almond coconut milk blend,vanilla with almond milk iced coffee","[88, 3, 91, 26]","[13, 19, 16, 7]","[820, 406, 738, 69]"
433,organic whole granulation roasted buckwheat groats,107,19,"dry roasted pistachios,roasted vegetable soufflé,organic roasted garlic pasta sauce,organic roasted garlic vinaigrette dressing organic","[117, 38, 9, 89]","[19, 1, 9, 13]","[304, 206, 244, 962]"
434,beach sage liquid fabric softener,75,17,"ibuprofen liquid gels,fabric softener dryer sheet free gentle ct fabric enhancers,mountain stream fabric softener,fabric softener geranium scent","[133, 75, 75, 75]","[11, 17, 17, 17]","[455, 368, 843, 111]"
435,dark chocolate raisins,50,19,"sun cups dark chocolate,almond spread dark chocolate,dark chocolate bar cacao,dark chocolate peanut candy","[45, 88, 45, 45]","[19, 13, 19, 19]","[124, 451, 749, 901]"
436,petite brussels sprouts,116,1,"mallow oats cereals,green peas organic petite,petite dill pickles,petite green peas","[121, 116, 110, 116]","[14, 1, 13, 1]","[978, 327, 262, 969]"
437,strawberry cheesecake nonfat yogurt,100,21,"double berry cheesecake,light strawberry blueberry yogurt,yogurt strawberry pomegranate,light fit strawberry cheesecake greek nonfat yogurt","[37, 120, 120, 120]","[1, 16, 16, 16]","[672, 9, 132, 419]"
438,special k vanilla cappuccino protein breakfast shakes,48,14,"organic fuel high protein milk shake vanilla,special recipe italian bread,special k original cereal,vanilla almond protein bar","[65, 112, 121, 3]","[11, 3, 14, 19]","[795, 444, 588, 406]"
439,crispy cinnamon pear chips,50,19,"thin crispy crust pepperoni pizza,crispy thin crust white pizza,pear hard cider,ceylon cinnamon","[79, 79, 27, 104]","[1, 1, 5, 13]","[571, 926, 966, 725]"
440,crossovers olive thyme almond,100,21,"almond breeze unsweetened almond coconut milk blend,almond extract,vanilla almond breeze almond milk,herb thyme clamshell","[91, 47, 91, 16]","[16, 11, 16, 4]","[738, 958, 432, 199]"
441,antioxidant cranberry body wash,25,11,"refreshing ocean breeze body wash,for men odor armor body wash,moisturizing lavender body wash,lavender body wash","[127, 127, 25, 25]","[11, 11, 11, 11]","[823, 296, 878, 474]"
442,sliced chicken entree cat food,41,8,"complete health deboned chicken chicken meal and rice cat food,chicken liver paté canned cat food,cat food premium adult cat formula,chicken brown rice formula cat food","[41, 41, 41, 41]","[8, 8, 8, 8]","[342, 668, 848, 597]"
443,ultra power plus laundry detergent loads,75,17,"natural liquid laundry detergent blue eucalyptus and lavender,free clear natural laundry detergent for sensitive skin,he turbo powder original laundry detergent, in laundry detergent","[75, 75, 75, 75]","[17, 17, 17, 17]","[605, 204, 727, 924]"
444,special recipe italian bread,112,3,"italian pasta salad,oatnut bread,sunflower bread,special k original cereal","[1, 112, 112, 121]","[20, 3, 3, 14]","[209, 889, 346, 588]"
445,almond honey protein bar,3,19,"chocolate caramel whey protein bar,chocolate brownie flavor protein bar,strong kind roasted jalapeno almond protein bar,vanilla almond protein bar","[3, 3, 3, 3]","[19, 19, 19, 19]","[370, 387, 324, 406]"
446,blueberry pomegranate acaí cultured goat milk kefir,120,16,"lowfat raspberry kefir probiotic cultured milk smoothie,organic lowfat pomegranate acai kefir probiotic cultured milk smoothie,xxx acai blueberry pomegranate,organic blueberry pomegranate whole milk yogurt","[120, 120, 64, 120]","[16, 16, 7, 16]","[486, 515, 788, 584]"
447,tea superflower hibiscus blueberry caffeine free bags,94,7,"organic smooth move chamomile laxative tea bags,snack bags,chai tea bags,wild raspberry hibiscus caffiene free herbal tea bags","[94, 87, 94, 94]","[7, 17, 7, 7]","[880, 274, 281, 808]"
448,white chicken chili,59,15,"hot chopped green chili,new mexico chili,turkey chili,white chicken chili with beans pouch","[104, 30, 1, 59]","[13, 6, 20, 15]","[998, 369, 554, 570]"
449,chips ahoy chewy cookies,61,19,"chocolate sandwich cookies,vanilla sugar cookies,cookie chips crunchy dark chocolate chocolate chip cookies,gluten free soft chewy snicker doodle cookies","[61, 61, 61, 8]","[19, 19, 19, 3]","[1, 576, 559, 967]"
450,chow mein thin noodles,4,9,"naturals savory turkey breakfast sausage,ramen noodles soup chicken mushroom flavor,hot spicy chicken flavor ramen noodles,pad thai rice noodles","[52, 69, 4, 66]","[1, 15, 9, 6]","[311, 61, 126, 794]"
